TIC ID	ExoFOP-TESS	Sectors	Epoch	Period	Duration	Depth	Depth	Rtranister	Rstar	Tmag	Delta Tmag	Group Disposition	Reason for Group Disposition	Group Comments	Disposition (VK)	Comments (VK)	Disposition (LC)	Comments (LC)	Disposition (HDL)	Comments (HDL)	Disposition (MZDF)	Comments (MZDF)	Disposition (Julien)	Comments (Julien)	Disposition (JY)	Comments (JY)	Disposition (AF)	Comments (AF)	Disposition(MAC)	Comments(MAC)	Disposition(RI)	Comments(RI)	Disposition(FG)	Comments(FG)	Disposition(MH)	Comments(MH)
92226327	https://exofop.ipac.caltech.edu/tess/target.php?id=92226327	3	2458389.293	3.778378	1.03	3335	0.33	0.12	0.19	11.2991	6.19						CP	LHS 1140 b			CP	LHS 1140 c, FSCP			PC	FSCP, SPR	PC	FSCP, pSS							pFP	CO,pVshape
92226327	https://exofop.ipac.caltech.edu/tess/target.php?id=92226327	3	2458389.285	24.73712	1.96	4089	0.41	0.12	0.19	11.2991	5.97						CP	LHS 1140 c			CP	LHS 1140 b, FSCP, WE			PC	FSCP, SPR	PC	FSCP, pSS, OED							pFP	OED
92352620	https://exofop.ipac.caltech.edu/tess/target.php?id=92352620	1	2458328.299	3.950054	4.56	13000	1.30	1.67	1.62	9.6433	4.72						CP	WASP-94 A b			CP	WASP-94 A b, FSCP			PC	FSCP	PC	FSCP, pTD							CP	pVshape,WASP-94 A b 
92359850	https://exofop.ipac.caltech.edu/tess/target.php?id=92359850	4	2458411.504	4.15493	2.81	3881	0.39	0.97	1.59	9.65521	6.03						FP	CO			pFP	FSCP, pUC, pOED, LCMOD			FP	CO, FSCP, OED	PC	FSCP, OED, pSS							PC	pVshape,FSCP
92677094	https://exofop.ipac.caltech.edu/tess/target.php?id=92677094	14	2458684.087	4.59463	4.60	4190	0.42	1.23	2.12	10.4247	5.94						PC				PC	FSCP, run-2min, AT?, pSS			PC	FSCP, LCMOD, OED, pVshape	PC	FSCP, OED, pSS, pVshape							PC	OED,FSCP
92783821	https://exofop.ipac.caltech.edu/tess/target.php?id=92783821	14,15	2458685.186	3.86283	1.23	1700	0.17	0.98	2.45	10.2115	6.92						pFP	UC, FFI bad			PC	FSCP, run-2min, pCO, Low SNR, LCMOD			pFP	UC, FSCP, LowSNR	PC	FSCP, sector 14 NT, sector 15 Low SNR							pFP	Low SNR, CO
92880568	https://exofop.ipac.caltech.edu/tess/target.php?id=92880568	5,6	2458438.541	0.5884	1.01	3470	0.35	0.93	1.43	10.964	6.15						pFP	LOWSNR,Vshape,FSCP			PC	run-2min, short-P, pVshape			PC	pVshape, FSOP	PC	FSCP, pVshape							PC	pSS,Short-p
92992033	https://exofop.ipac.caltech.edu/tess/target.php?id=92992033	6	2458470.602	4.90765	3.75	810	0.08	1.18	5.01	10.2339	7.73					Needs detrending to make sure ephemeris is correct. If it is, then clear CO.	FP	LOWSNR,CO			FP	run-2min, CO, Low SNR			PC	LowSNR, pVshape, OED	PC	UC, Low SNR							FP	LCMOD
93125144	https://exofop.ipac.caltech.edu/tess/target.php?id=93125144	6	2458472.96	9.91102	2.98	6044	0.60	0.69	0.94	9.579001	5.55						pFP	LCMOD			pFP 	HPMS, FSCP, Heavy LCMOD, Low SNR, pWE, pNT			pFP	NT, FSCP, LCMOD	pFP	EB, LCMOD, OED, NT							FP	NT
93594834	https://exofop.ipac.caltech.edu/tess/target.php?id=93594834	7	2458491.868	1.33476	2.92	540	0.05	0.39	1.96	10.3138	8.17										FP	run-2min,  LCMOD, CO			FP	CO, LowSNR,NT, OED, FSOP	pFP	OED, LowSNR, FSCP, NT							FP	LCMOD
93963408	https://exofop.ipac.caltech.edu/tess/target.php?id=93963408	7	2458493.115	2.40057	3.02	620	0.06	0.47	1.88	10.0267	8.02										pFP	run-2min, FSCP,  pVshape, pSS at 0.5 			pFP	UC, pSS at 0.5, pEB, pOED, pVshape, FSCP	PC	FSCP, pVshape, pEB, OED							PC	pSS,FSCP
94986319	https://exofop.ipac.caltech.edu/tess/target.php?id=94986319	5,6	2458440.131	16.068918	2.68	2959	0.30	0.57	1.11	9.2711	6.32										CP	TOI-421 c, FSCP, 			PC	FSCP	PC	pTD, data gap							CP	pVshape,TOI-421 b, TOI-421 c 
95129101	https://exofop.ipac.caltech.edu/tess/target.php?id=95129101	20	2458844.216	3.93064	2.72	2090	0.21	1.04	1.34	10.8508	6.70										No Data	No Data					no PDF	no PDF							noPDF	noPDF
96097215	https://exofop.ipac.caltech.edu/tess/target.php?id=96097215	8	2458518.941	1.60245	0.31	890	0.09	0.42	0.98	10.299	7.63										PC	Low SNR			PC	FSCP, pVshape	PC	FSCP, OED							pFP	Short-p,LCMOD
96246348	https://exofop.ipac.caltech.edu/tess/target.php?id=96246348	6,7	2458469.03	1.4094	0.88	2840	0.28	0.00	0.00	7.538	6.37				PC	LCMOD, BEER, duplicate with TIC 772008799 and TIC 89389197					PC	short-P, FSCP, run-2min, LCMOD,			PC	FSCP, LCMOD, OED, pVshape	PC	FSCP, pEB, pOcc, pVshape, short-P, run-2min							FP	Short-p,SS
96291218	https://exofop.ipac.caltech.edu/tess/target.php?id=96291218	18,19	2458820.625	6.8561	2.69	4930	0.49	1.81	2.05	10.3614	5.77										PC	FSCP,  LCMOD,  pSS			PC	FSCP, LCMOD, pVshape	PC	FSCP, OED, pSS							PC	Missing sector 18,pVshape, FSCP
97158538	https://exofop.ipac.caltech.edu/tess/target.php?id=97158538	7	2458492.698	2.59565	0.55	620	0.06	0.68	2.24	8.783341	8.02				PC	LCMOD, BEER					PC	FSCP, LCMOD, pBEER			PC	FSCP, pVshape	PC	FSCP, OED, pSS							PC	LCMOD,FSCP
97409519	https://exofop.ipac.caltech.edu/tess/target.php?id=97409519	1	2458327.053	3.372877	2.63	17164	1.72	1.27	1.02	12.1893	4.41										CP	WASP-124 b			PC	FSOP	PC	FSCP, pTD							CP	pVshape, pTD,WASP-124 b 
97700520	https://exofop.ipac.caltech.edu/tess/target.php?id=97700520	7	2458494.368	5.4298	3.78	15610	1.56	0.00	0.00	7.6095	4.52				PC	pVshape, bad fit, 					FP	run-2min, LCMOD, pVshape, pTD, AT, pSS			PC	pVshape	PC	No 2-min file. From FFI: pSS, pTD							PC	pTD
98283926	https://exofop.ipac.caltech.edu/tess/target.php?id=98283926	7	2458492.265	2.29183	3.13	11090	1.11	1.20	1.27	13.1472	4.89						pFP	pSS, FSCP			CP	HATS-42 b, FSCP, run-2min, pSS			PC	FSCP	PC	FSCP, OED							CP	pSS,pTD,HATS-42 b 
98545929	https://exofop.ipac.caltech.edu/tess/target.php?id=98545929	7	2458492.327	1.88851	3.52	4990	0.50	1.31	2.12	12.4539	5.75				PC	UC, variable field star					CP	HATS-70 b, short-P, FSCP, run-2min, CO			PC	FSCP, pVshape	PC	pVshape, pSS							CP	pSS,HATS-70 b 
98796344	https://exofop.ipac.caltech.edu/tess/target.php?id=98796344	4	2458412.709	5.358807	1.36	2498	0.25	0.12	0.27	8.84294	6.51						PC				CP	LTT 1445 A b, FSCP, Red Dwarf, FFI LCMOD, 			PC	FSCP, OED	PC	pSS, OED							FP	NT
99493790	https://exofop.ipac.caltech.edu/tess/target.php?id=99493790	1	2458332.982	7.76686	3.29	24391	2.44	1.56	1.02	11.6834	4.03										FP	run-2min, CO, LCMOD, pTD			pFP	UC, LCMOD	PC	LCMOD, UC							FP	CO
99834717	https://exofop.ipac.caltech.edu/tess/target.php?id=99834717	21	2458871.724	1.706307	1.61	12242	1.22	0.95	0.90	12.212	4.78						PC				pFP	short-P, CO, Vshape			PC		PC	pVshape, pTD							CP	OED,pVshape,KPS-1 b 
99869022	https://exofop.ipac.caltech.edu/tess/target.php?id=99869022	14	2458686.251	3.67166	2.16	4340	0.43	0.93	1.54	10.4221	5.91										PC	run-2min, LCMOD, Asymmetric, 			PC		PC	OED							PC	pVshape 
100014359	https://exofop.ipac.caltech.edu/tess/target.php?id=100014359	2,3	2458354.382	0.50457	1.31	18360	1.84	0.91	0.71	13.5029	4.34										pFP	short-P, run-2min, LCMOD, pTD, Vshape			PC	pVshape, FSOP	PC	FSCP, OED, pVshape, pTD, short-P							PC	TD, pSS, short-p
100097716	https://exofop.ipac.caltech.edu/tess/target.php?id=100097716	2,3	2458354.377	2.99995	1.46	8380	0.84	1.23	1.41	11.3534	5.19										PC	FSCP, short-P, run-2min, LCMOD, 			PC	FSCP, LCMOD, LowSNR	PC	FSCP, LCMOD, Low SNR							FP	LCMOD, missing sector 2
100099031	https://exofop.ipac.caltech.edu/tess/target.php?id=100099031	2,3	2458355.021	1.29866	2.02	8460	0.85	2.29	2.64	13.4735	5.18				pFP	pOE, LCMOD, bad fit sector 3, pTD					FP	short-P, run-2min, CO in s3,  LCMOD, pVshape, two transit depths in the PDFs			PC	run-2min, pVshape, pOcc, short-P	PC	run-2min, short-P, pVshape, OED, UC on sector 2							PC	pTD
100100827	https://exofop.ipac.caltech.edu/tess/target.php?id=100100827	2,3	2458354.458	0.941449	2.15	10693	1.07	1.16	1.23	8.8287	4.93						PC	Occ			CP	WASP-18 b, short-P, BEER, LCMOD			PC	Short-P, pOcc	PC	pVshape, pTD, pOcc, short-P							CP	pTD, short-p,WASP-18 b, WASP-18 c 
100608026	https://exofop.ipac.caltech.edu/tess/target.php?id=100608026	5,6	2458442.492	8.259618	2.56	1514	0.15	0.26	0.67	10.8835	7.05										PC	FSCP, HPMS, run-FFI5, pVshape			PC	FSCP, OED	PC	FSCP, OED sector 5							pFP	Low SNR, LCMOD, missing sector 6
100757807	https://exofop.ipac.caltech.edu/tess/target.php?id=100757807	5,6	2458438.25	25.17652	4.48	12040	1.20	1.22	1.24	10.9339	4.80										PC	FSCP, LCMOD, run-2min, OED	PC	FSCP 2x, LCMOD, period might be half	PC	Run-2min, FSCP, LCMOD	PC	FSCP, run-2min, pSS							PC	LCMOD,LowSNR
100921768	https://exofop.ipac.caltech.edu/tess/target.php?id=100921768	3,4	2458386.391	4.90038	3.51	240	0.02	0.59	4.18	8.1605	9.05										pFP	run-2min, LCMOD, FSOP, OED, Low SNR, NTs3			pFP	Run-2min, FSOP, Low SNR, LCMOD, NT	PC	FSCP, run-2min, Low SNR, OED							FP	LCMOD,NT
100990000	https://exofop.ipac.caltech.edu/tess/target.php?id=100990000	3,4	2458385.731	4.040051	3.23	166	0.02	0.21	1.14	7.757	9.45										PC	HPMS, LCMOD, Low SNR			PC	LCMOD, OED	PC	Low SNR, pSS, OED, pLCMOD							pFP	LCMOD
100990000	https://exofop.ipac.caltech.edu/tess/target.php?id=100990000	3,4	2458386.192	9.571576	3.64	392	0.04	0.21	1.14	7.757	8.52										PC	HPMS, pCO, LCMOD			PC	LCMOD	PC	pSS, OED							PC	Low SNR
101011575	https://exofop.ipac.caltech.edu/tess/target.php?id=101011575	8	2458517.691	6.397438	2.12	1792	0.18	0.25	0.67	8.5925	6.87										pFP	FFI LCMOD, FFI UC, FFI NT, FFI Low SNR, 2min pSS			PC	FSOP	PC	FSCP, pSS							FP	NT
101037590	https://exofop.ipac.caltech.edu/tess/target.php?id=101037590	18	2458798.742	8.70769	2.75	4920	0.49	1.15	1.59	9.62924	5.77										PC	run-2min, LCMOD, Vshape			PC	run-2min, LCMOD	PC	run-2min, pSS							PC	pVshape
101230735	https://exofop.ipac.caltech.edu/tess/target.php?id=101230735	13	2458653.966	2.068731	0.92	546	0.05	0.28	1.30	9.6652	8.16										PC (SPR) 	FSCP, Low SNR, short-P			PC	FSOP, OED, 	PC	FSCP, OED							FP	Short-p, NT
101395259	https://exofop.ipac.caltech.edu/tess/target.php?id=101395259	8	2458523.943	15.151486	2.98	6230	0.62	1.18	1.49	10.1913	5.51									FSCP, pVshape	pFP	pVshape, pSS at 0.75			PC	FSOP	PC	FSCP, Data gap							pFP	SS
101497191	https://exofop.ipac.caltech.edu/tess/target.php?id=101497191	9	2458547.351	3.64376	3.38	3633	0.36	0.00	0.00	10.244	6.10										pFP	FSCP, Vshape, Variability, Fla			FP	CO, run-2min, LCMOD, pVshape, FSOP	PC	FSCP, run-2min, pEB, OED							PC	FSCP
101721385	https://exofop.ipac.caltech.edu/tess/target.php?id=101721385	25	2458984.653	4.627866	2.28	5808	0.58	1.22	1.55	9.54417	5.59										CP	HAT-P-14 b, LCMOD, Vshape			PC	run-2min, LCMOD	PC	run-2min, pSS, OED							CP	OED, pVshape,HAT-P-14 b 
101929303	https://exofop.ipac.caltech.edu/tess/target.php?id=101929303	14	2458684.234	11.18644	3.23	4182	0.42	1.33	2.10	10.3075	5.95										pFP	FSCP,  Low SNR, CO			FP	CO, run-2min, FSCP, LowSNR, LCMOD	PC	FSCP, run-2min, Low SNR, UC							FP	Low SNR, CO
101948569	https://exofop.ipac.caltech.edu/tess/target.php?id=101948569	2	2458360.113	19.472408	3.48	1646	0.16	0.27	0.76	10.7011	6.96										PC				PC	FSCP, LCMOD on FFI	PC	FSCP, OED, data gap							pFP	MSD
101955023	https://exofop.ipac.caltech.edu/tess/target.php?id=101955023	9	2458544.716	1.628694	0.80	2850	0.29	0.13	0.26	10.8372	6.36										CP	HAT-P-7 b, short-P, FFI: LCMOD, Vshape			PC	FSCP	PC	FSCP, short-P							CP	Short-p, OED, pVshape,GJ 1132 b, GJ 1132 c 
102030574	https://exofop.ipac.caltech.edu/tess/target.php?id=102030574	2	2458364.101	9.94962	4.23	20190	2.02	2.13	1.65	12.3294	4.24										PC	FSCP, pVshape albeit the bottom of Even and Odd look flattish, the pSS at 0.5 might be instrumental 	PC	pTD, LCMOD, pSS	PC	run-2Min, FSCP	PC	FSCP, run-2min, pTD, OED, pSS							PC	Vshape, OED,FSCP
102192004	https://exofop.ipac.caltech.edu/tess/target.php?id=102192004	10,11	2458575.158	4.23349	1.61	7020	0.70	1.18	1.46	11.3287	5.38										CP	WASP-174 b, no data?			PC	No PDF	no PDF	no PDF							noPDF	noPDF
102195674	https://exofop.ipac.caltech.edu/tess/target.php?id=102195674	9	2458547.461	4.378773	3.82	30426	3.04	1.84	1.16	11.3425	3.79										pFP	pTD, pEB, 2min: pSS, FFI: OE			FP	FSCP, pSS at 0.5	pFP	FSCP, pEB, pVshape, pTD							PC	pVshape,FSCP
102283403	https://exofop.ipac.caltech.edu/tess/target.php?id=102283403	6	2458471.133	3.52985	1.91	560	0.06	0.29	1.37	9.08959	8.13				FP	NT, something @ 1476.5 in S6 FFI corrected and PCA					pFP	LCMOD, Variable, No strong evidence of a transit			pFP	UC, run-2min, NT, FSCP, LCMOD, FSOP	pFP	FSCP, run-2min, UC, LCMOD, NT							FP	CO, LCMOD
102672709	https://exofop.ipac.caltech.edu/tess/target.php?id=102672709	19	2458818.606	6.702137	3.90	618	0.06	0.33	1.46	9.86671	8.02										PC	FSCP, Low SNR			PC	FSCP	PC	FSCP							PC	pVshape,FSCP
102840239	https://exofop.ipac.caltech.edu/tess/target.php?id=102840239	9	2458548.581	11.18395	3.25	1250	0.13	0.24	0.76	9.36	7.26										PC	FSCP, LCMOD, Run-2-min, FFI data downlink , Low SNR,			PC	run-2min, FSCP, LCMOD	PC	FSCP, run-2min, Low SNR							PC	Low SNR,FSCP
103448870	https://exofop.ipac.caltech.edu/tess/target.php?id=103448870	19	2458816.846	10.257449	1.75	1402	0.14	0.39	0.98	9.83739	7.13										pFP	FFI Low SNR, FFI LCMOD, Variability, 2min pSS 			PC	FSOP, LCMOD	PC	FSCP, pLCMOD, OED							FP	LCMOD
103633434	https://exofop.ipac.caltech.edu/tess/target.php?id=103633434	14,20,21	2458683.616	3.444703	1.94	741	0.07	0.15	0.63	9.91924	7.83										CP	TOI-1235 b			PC		PC	OED							CP	Low SNR, pVshape,TOI-1235 b 
104024556	https://exofop.ipac.caltech.edu/tess/target.php?id=104024556	10	2458569.94	2.021986	2.98	10011	1.00	1.74	1.79	10.3182	5.00										CP	WASP-167 b			PC	FSOP	PC	FSCP, pSS, pTD, pVshape							noPDF	noPDF
104208182	https://exofop.ipac.caltech.edu/tess/target.php?id=104208182	18,19	2458792.661	3.697386	1.42	2875	0.29	0.32	0.67	12.4851	6.35										PC	FFI 19 CO, 2min 19 pCO,  Good transit in 2min 18 (albeit EOD) 			pFP	FSOP, UC, pOED, 	PC	FSCP, OED							FP	LCMOD, CO
105840719	https://exofop.ipac.caltech.edu/tess/target.php?id=105840719	25	2458990.813	10.316187	3.84	2223	0.22	0.38	0.84	9.5373	6.63										PC	FSCP,  FFI LCMOD			PC	FSCP, LCMOD, pSS	PC	pSS, LCMOD on FFI							pFP	LCMOD,FSCP
106402532	https://exofop.ipac.caltech.edu/tess/target.php?id=106402532	9	2458545.773	4.886506	2.51	466	0.05	0.19	0.96	8.8411	8.33										PC	FSCP			PC	FSCP	PC	FSCP, OED							PC	pVshape,FSCP
106997505	https://exofop.ipac.caltech.edu/tess/target.php?id=106997505	7	2458493.396	2.74323	3.17	383	0.04	0.00	0.00	9.3003	8.54										PC	run-2min, Low SNR, LCMOD			FP	run-2min, transiting object is 1.6R_sun, FSOP	PC	run-2min, FSCP, Low SNR, OED, short-P							PC	Low SNR
107782586	https://exofop.ipac.caltech.edu/tess/target.php?id=107782586	7	2458492.253	1.96022	1.61	1420	0.14	0.00	0.00	8.4331	7.12										PC	vShape, LCMOD			PC	FSOP, LCMOD, OED, pVshape	PC	run-2min, FSCP, pSS, pVshape, OED, short-P							pFP	pSS
108645766	https://exofop.ipac.caltech.edu/tess/target.php?id=108645766	7	2458492.914	2.974175	3.03	11707	1.17	0.34	0.30	13.2312	4.83										PC	FSCP, vShape			pFP	FSCP, UC	PC	FSCP, short-P, pVshape							FP	CO
108835813	https://exofop.ipac.caltech.edu/tess/target.php?id=108835813	7	2458494.066	4.76516	2.89	648	0.06	0.00	0.00	10.0813	7.97										pFP	run-2min, FSCP, Low SNR			FP	run-2min, CO, FSCP, nLowSNR, NT, LCMOD	pFP	FSCP, run-2min, NT, pLCMOD							FP	NT
110428269	https://exofop.ipac.caltech.edu/tess/target.php?id=110428269	14	2458684.205	0.64971	2.08	620	0.06	0.56	2.59	8.90601	8.02										pFP	Short-P, vShape, FFI - Low SNR, 			pFP	FSCP, UC, Vshape	PC	FSCP, pVshape, short-P							pFP	Short-p, LCMOD
111991770	https://exofop.ipac.caltech.edu/tess/target.php?id=111991770	11	2458599.445	3.752062	3.68	9500	0.95	1.33	1.48	10.4445	5.06										CP	WASP-15 b			PC		PC	pTD, pVshape							CP	pTD, pVshape,WASP-15 b 
112026224	https://exofop.ipac.caltech.edu/tess/target.php?id=112026224	14	2458687.211	3.96765	0.94	1860	0.19	0.96	2.17	9.8744	6.83				pFP	FFI bad, pSS, FSCP, extra features, check S40 and 41, 					pFP	run-2min, FSCP, Low SNR			PC	run-2min, FSCP, LCMOD, pVshape	PC	run-2min, FSCP, Low SNR, pSS							PC	Low SNR,FSCP
112099249	https://exofop.ipac.caltech.edu/tess/target.php?id=112099249	11	2458604.171	5.17958	4.52	7620	0.76	1.32	1.65	12.1577	5.30						PC				CP	WASP-184 b			PC	run-2min	PC	pSS, OED, run-2min							CP	pVshape,WASP-184 b 
112395568	https://exofop.ipac.caltech.edu/tess/target.php?id=112395568	13	2458657.999	5.742625	2.86	1106	0.11	1.17	3.87	8.8849	7.39										PC	run-2min, FSCP			PC	FSCP, LCMOD	PC	FSCP, pSS, OED							noPDF	noPDF
112604564	https://exofop.ipac.caltech.edu/tess/target.php?id=112604564	7	2458496.307	4.57778	3.57	10660	1.07	1.66	1.78	12.3213	4.93										CP	HATS-39 b			PC	FSCP, run-2min	PC	FSCP, run-2min, pSS, OED							CP	pVshape,HATS-39 b 
113553629	https://exofop.ipac.caltech.edu/tess/target.php?id=113553629	7	2458491.915	4.30438	3.04	672	0.07	1.23	4.82	10.1989	7.93										pFP	run-2min, FSCP, Low SNR			FP	NT, CO, run-2min, FSCP	pFP	FSCP, NT, run-2min, LCMOD, OED							pFP	LCMOD,FSCP
114018671	https://exofop.ipac.caltech.edu/tess/target.php?id=114018671	7	2458492.444	2.46992	2.15	200	0.02	0.12	0.94	8.2388	9.25										PC (SPR) 	run-2min, FSCP, Low SNR			PC	FSCP, run-2min, LCMOD, LowSNR	PC	FSCP, run-2min, OED, Low SNR							PC	LCMOD, Low SNR,FSCP
114299824	https://exofop.ipac.caltech.edu/tess/target.php?id=114299824	7	2458493.595	4.20662	2.29	12200	1.22	1.07	1.07	12.9264	4.78										CP	HATS-55 b			pFP	run-2min, UC, FSCP, LowSNR, OED,	PC	FSCP, run-2min, UC, NT on modshift, OED							CP	LCMOD,HATS-55 b 
114749636	https://exofop.ipac.caltech.edu/tess/target.php?id=114749636	2	2458357.67	4.59971	4.21	7620	0.76	1.10	1.34	11.7607	5.30										CP	WASP-147 b			PC	run-2min, FSCP	PC	run-2min, FSCP, pTD							CP	pVshape, OED,WASP-147 b 
115242351	https://exofop.ipac.caltech.edu/tess/target.php?id=115242351	2	2458358.773	5.67116	1.78	5840	0.58	0.84	1.09	13.1099	5.58										pFP	run-2min, LCMOD, CO, Low SNR			FP	CO, run-2min, LCMOD, NT, FSOP	pFP	FSCP, run-2min, LCMOD, NT							FP	LCMOD, CO
115524421	https://exofop.ipac.caltech.edu/tess/target.php?id=115524421	24	2458961.124	8.80512	3.03	8660	0.87	0.84	0.97	11.5906	5.16		OED due to LCMOD				PC				PC	run-2min, 			PC	FSOP, LCMOD, OED	PC	FSCP, run-2min, OED							CP	pVshape,WASP-148 b, WASP-148 c 
115771549	https://exofop.ipac.caltech.edu/tess/target.php?id=115771549	16	2458740.047	4.718228	4.60	2797	0.28	0.54	2.74	8.3764	6.38										pFP	2min - pSS at 0.5			pFP	pEB, pSS at 0.5	pFP	pEB, pVshape							PC	pVshape 
116156517	https://exofop.ipac.caltech.edu/tess/target.php?id=116156517	2	2458357.374	5.36732	4.57	6910	0.69	1.34	1.72	11.3151	5.40										CP	WASP-190 b			PC	run-2min, FSOP	PC	FSCP, run-2min, pVshape, pTD							CP	pVshape,WASP-190 b 
116242971	https://exofop.ipac.caltech.edu/tess/target.php?id=116242971	25	2458985.618	5.031835	5.66	5410	0.54	1.48	2.16	10.1213	5.67										CP	KELT-12 b			PC	FSOP	PC	FSCP, pVshape							CP	pVshape,KELT-12 b 
116264089	https://exofop.ipac.caltech.edu/tess/target.php?id=116264089	25	2458984.84	1.306157	1.40	25028	2.50	1.39	0.82	11.7213	4.00						PC	Vshape			CP	TrES-3 b			PC	FSOP, pVshape	PC	FSCP, pTD, pVshape							CP	Short-p,TrES-3 b 
116483514	https://exofop.ipac.caltech.edu/tess/target.php?id=116483514	23	2458928.241	1.452049	1.49	395	0.04	0.12	0.69	9.1043	8.51										PC (SPR) 	FFI Low SNR			PC	FSOP	PC	FSCP, pVshape, OED, short-P							PC	Short-p, Low SNR
116483734	https://exofop.ipac.caltech.edu/tess/target.php?id=116483734	16	2458739.29	4.731975	0.83	4236	0.42	0.61	0.66	11.0997	5.93										PC	vShape			pFP	FSOP, pVshape, pOED	PC	pSS							PC	pVshape, OED
116608612	https://exofop.ipac.caltech.edu/tess/target.php?id=116608612	18,19	2458817.819	3.45572	2.18	6250	0.63	1.41	1.78	9.17041	5.51										pFP	FSCP, run-2min,  pSS at 0.5, vShape, 			pFP	run-2min, FSCP, pSS at 0.5	pFP	run-2min, pEB							PC	pSS,pVshape, missing sector 18,FSCP
117256577	https://exofop.ipac.caltech.edu/tess/target.php?id=117256577	14	2458684.877	1.68749	2.53	1840	0.18	0.00	0.00	9.7032	6.84				PC	FFI bad					PC	run-2min, Bad FFI 			pFP	run-2min, FSCP, pOED, LCMOD	PC	FSCP, run-2min, UC, FFI bad							pFP	SS,OED
117322779	https://exofop.ipac.caltech.edu/tess/target.php?id=117322779	18	2458791.073	0.68601	1.61	910	0.09	0.00	0.00	10.485	7.60					Check 1814 in S7					pFP 	FSCP, run-2min,  pSS at 0.5, vShape, LCMOD, short-P			pFP	run-2min, FSCP, LCMOD, pOED	PC	FSCP, run-2min, pOcc, short-P, pEB, OED							pFP	pSS,Short-p
117789567	https://exofop.ipac.caltech.edu/tess/target.php?id=117789567	14	2458684.489	2.32063	1.33	1780	0.18	0.00	0.00	7.9172	6.87										PC	run-2min, LCMOD 			pFP	run-2min, FSOP, LCMOD, NT	pFP	FSCP, LCMOD, OED, run-2min, NT							FP	LCMOD
117979455	https://exofop.ipac.caltech.edu/tess/target.php?id=117979455	5	2458438.298	0.63322	0.58	830	0.08	0.44	1.35	8.96	7.70										PC	FSCP, FFI Low SNR			PC	FSCP	PC	FSCP, pVshape, OED, short-P							FP	Short-p,LCMOD, NT
117979694	https://exofop.ipac.caltech.edu/tess/target.php?id=117979694	5	2458438.721	0.99114	1.62	760	0.08	0.19	0.75	10.5094	7.80										PC (SPR) 	FSCP, LCMOD, FFI Low SNR			FP	FSOP,  OED	PC	FSCP, pVshape, OED, short-P							FP	NT
117979850	https://exofop.ipac.caltech.edu/tess/target.php?id=117979850	5	2458438.296	0.63324	0.46	457	0.05	0.50	2.40	7.82829	8.35										pFP	short-P, FSCP, Low SNR			pFP	FSOP, Low SNR, NT	pFP	FSCP, UC, NT, short-P							FP	NT, short-p
117979897	https://exofop.ipac.caltech.edu/tess/target.php?id=117979897	5	2458439.872	3.3106	3.59	9370	0.94	1.17	1.35	12.0682	5.07										CP	WASP-141 b			PC	FSOP	PC	FSCP, pVshape, pTD							CP	pVshape,WASP-141 b 
118021229	https://exofop.ipac.caltech.edu/tess/target.php?id=118021229	8	2458518.281	0.88501	1.62	820	0.08	0.60	2.15	9.947331	7.72										No PDF	FSCP, 			FP	FSCP, Noise	no PDF	no PDF							noPDF	noPDF
118084044	https://exofop.ipac.caltech.edu/tess/target.php?id=118084044	10	2458520.87	2.74372	1.18	1280	0.13	1.35	3.96	8.9578	7.23										PC	FSCP, run-2min, Low SNR			pFP	run-2min, FSOP, pSS at 0.5, pOED	PC	FSCP, run-2min, OED							PC	pVshape, OED
118301361	https://exofop.ipac.caltech.edu/tess/target.php?id=118301361	18	2458793.398	3.46608	4.40	1620	0.16	1.86	3.02	9.08054	6.98										PC	FSCP, run-2min, 			PC	run-2min, FSOP	PC	FSCP, pVshape, OED, run-2min							PC	pVshape
118327533	https://exofop.ipac.caltech.edu/tess/target.php?id=118327533	2	2458354.792	8.28154	2.32	14010	1.40	2.68	1.35	12.7291	4.63										PC	pTD, run-2min, LCMOD, Low SNR	PC	LCMOD, FSOP, Vshaped, false transit detection 1363 and 1379 so period should be 16days, UC	PC	run-2min, LCMOD, LowSNR, OED	PC	run-2min, LCMOD, OED							FP	LCMOD
118327550	https://exofop.ipac.caltech.edu/tess/target.php?id=118327550	2	2458357.365	7.395586	1.15		#REF!	0.30	1.00	10.3475	#REF!										PC (SPR) 	Low SNR			PC	LowSNR	PC	Low SNR, OED							PC	Low SNR, pVshape
118586896	https://exofop.ipac.caltech.edu/tess/target.php?id=118586896	2	2458365.973	12.10588	3.39	33500	3.35	3.30	1.29	13.2642	3.69										pFP	run-2min, Low SNR, pTD, pVshape			pFP	run-2min, pVshape, LCMOD, pOED	PC	run-2min, pTD							PC	Vshape 
118956453	https://exofop.ipac.caltech.edu/tess/target.php?id=118956453	8	2458519.888	2.34499	1.91	14670	1.47	1.14	1.04	11.9397	4.58										CP	WASP-170 b			PC	run-2min, LCMOD	PC	FSCP, run-2min, pVshape, OED							CP	WE,pVshape,WASP-170 b 
